U+0023	#	['NUMBER', 'SIGN']
U+11A06	𑨆	['ZANABAZAR', 'SQUARE', 'VOWEL', 'SIGN', 'O']
U+11A07	𑨇	['ZANABAZAR', 'SQUARE', 'VOWEL', 'SIGN', 'AI']
U+11A08	𑨈	['ZANABAZAR', 'SQUARE', 'VOWEL', 'SIGN', 'AU']
U+11A09	𑨉	['ZANABAZAR', 'SQUARE', 'VOWEL', 'SIGN', 'REVERSED', 'I']
U+11A34	𑨴	['ZANABAZAR', 'SQUARE', 'SIGN', 'VIRAMA']
U+11A35	𑨵	['ZANABAZAR', 'SQUARE', 'SIGN', 'CANDRABINDU']
U+11A36	𑨶	['ZANABAZAR', 'SQUARE', 'SIGN', 'CANDRABINDU', 'WITH', 'ORNAMENT']
U+11A37	𑨷	['ZANABAZAR', 'SQUARE', 'SIGN', 'CANDRA', 'WITH', 'ORNAMENT']
U+11A38	𑨸	['ZANABAZAR', 'SQUARE', 'SIGN', 'ANUSVARA']
U+11A39	𑨹	['ZANABAZAR', 'SQUARE', 'SIGN', 'VISARGA']
U+11A51	𑩑	['SOYOMBO', 'VOWEL', 'SIGN', 'I']
U+11A52	𑩒	['SOYOMBO', 'VOWEL', 'SIGN', 'UE']
U+11A53	𑩓	['SOYOMBO', 'VOWEL', 'SIGN', 'U']
U+11A54	𑩔	['SOYOMBO', 'VOWEL', 'SIGN', 'E']
U+11A55	𑩕	['SOYOMBO', 'VOWEL', 'SIGN', 'O']
U+11A56	𑩖	['SOYOMBO', 'VOWEL', 'SIGN', 'OE']
U+11A57	𑩗	['SOYOMBO', 'VOWEL', 'SIGN', 'AI']
U+11A58	𑩘	['SOYOMBO', 'VOWEL', 'SIGN', 'AU']
U+11A59	𑩙	['SOYOMBO', 'VOWEL', 'SIGN', 'VOCALIC', 'R']
U+11A5A	𑩚	['SOYOMBO', 'VOWEL', 'SIGN', 'VOCALIC', 'L']
U+11A84	𑪄	['SOYOMBO', 'SIGN', 'JIHVAMULIYA']
U+11A85	𑪅	['SOYOMBO', 'SIGN', 'UPADHMANIYA']
U+11A8A	𑪊	['SOYOMBO', 'FINAL', 'CONSONANT', 'SIGN', 'G']
U+11A8B	𑪋	['SOYOMBO', 'FINAL', 'CONSONANT', 'SIGN', 'K']
U+11A8C	𑪌	['SOYOMBO', 'FINAL', 'CONSONANT', 'SIGN', 'NG']
U+11A8D	𑪍	['SOYOMBO', 'FINAL', 'CONSONANT', 'SIGN', 'D']
U+11A8E	𑪎	['SOYOMBO', 'FINAL', 'CONSONANT', 'SIGN', 'N']
U+11A8F	𑪏	['SOYOMBO', 'FINAL', 'CONSONANT', 'SIGN', 'B']
U+11A90	𑪐	['SOYOMBO', 'FINAL', 'CONSONANT', 'SIGN', 'M']
U+11A91	𑪑	['SOYOMBO', 'FINAL', 'CONSONANT', 'SIGN', 'R']
U+11A92	𑪒	['SOYOMBO', 'FINAL', 'CONSONANT', 'SIGN', 'L']
U+11A93	𑪓	['SOYOMBO', 'FINAL', 'CONSONANT', 'SIGN', 'SH']
U+11A94	𑪔	['SOYOMBO', 'FINAL', 'CONSONANT', 'SIGN', 'S']
U+11A95	𑪕	['SOYOMBO', 'FINAL', 'CONSONANT', 'SIGN', 'A']
U+11A96	𑪖	['SOYOMBO', 'SIGN', 'ANUSVARA']
U+11A97	𑪗	['SOYOMBO', 'SIGN', 'VISARGA']
U+11C2F	𑰯	['BHAIKSUKI', 'VOWEL', 'SIGN', 'AA']
U+11C30	𑰰	['BHAIKSUKI', 'VOWEL', 'SIGN', 'I']
U+11C31	𑰱	['BHAIKSUKI', 'VOWEL', 'SIGN', 'II']
U+11C32	𑰲	['BHAIKSUKI', 'VOWEL', 'SIGN', 'U']
U+11C33	𑰳	['BHAIKSUKI', 'VOWEL', 'SIGN', 'UU']
U+11C34	𑰴	['BHAIKSUKI', 'VOWEL', 'SIGN', 'VOCALIC', 'R']
U+11C35	𑰵	['BHAIKSUKI', 'VOWEL', 'SIGN', 'VOCALIC', 'RR']
U+11C36	𑰶	['BHAIKSUKI', 'VOWEL', 'SIGN', 'VOCALIC', 'L']
U+11C38	𑰸	['BHAIKSUKI', 'VOWEL', 'SIGN', 'E']
U+11C39	𑰹	['BHAIKSUKI', 'VOWEL', 'SIGN', 'AI']
U+11C3A	𑰺	['BHAIKSUKI', 'VOWEL', 'SIGN', 'O']
U+11C3B	𑰻	['BHAIKSUKI', 'VOWEL', 'SIGN', 'AU']
U+11C3C	𑰼	['BHAIKSUKI', 'SIGN', 'CANDRABINDU']
U+11C3D	𑰽	['BHAIKSUKI', 'SIGN', 'ANUSVARA']
U+11C3E	𑰾	['BHAIKSUKI', 'SIGN', 'VISARGA']
U+11C3F	𑰿	['BHAIKSUKI', 'SIGN', 'VIRAMA']
U+11C40	𑱀	['BHAIKSUKI', 'SIGN', 'AVAGRAHA']
U+11CB0	𑲰	['MARCHEN', 'VOWEL', 'SIGN', 'AA']
U+11CB1	𑲱	['MARCHEN', 'VOWEL', 'SIGN', 'I']
U+11CB2	𑲲	['MARCHEN', 'VOWEL', 'SIGN', 'U']
U+11CB3	𑲳	['MARCHEN', 'VOWEL', 'SIGN', 'E']
U+11CB4	𑲴	['MARCHEN', 'VOWEL', 'SIGN', 'O']
U+11CB5	𑲵	['MARCHEN', 'SIGN', 'ANUSVARA']
U+11CB6	𑲶	['MARCHEN', 'SIGN', 'CANDRABINDU']
U+11D31	𑴱	['MASARAM', 'GONDI', 'VOWEL', 'SIGN', 'AA']
U+11D32	𑴲	['MASARAM', 'GONDI', 'VOWEL', 'SIGN', 'I']
U+11D33	𑴳	['MASARAM', 'GONDI', 'VOWEL', 'SIGN', 'II']
U+11D34	𑴴	['MASARAM', 'GONDI', 'VOWEL', 'SIGN', 'U']
U+11D35	𑴵	['MASARAM', 'GONDI', 'VOWEL', 'SIGN', 'UU']
U+11D36	𑴶	['MASARAM', 'GONDI', 'VOWEL', 'SIGN', 'VOCALIC', 'R']
U+11D3A	𑴺	['MASARAM', 'GONDI', 'VOWEL', 'SIGN', 'E']
U+11D3C	𑴼	['MASARAM', 'GONDI', 'VOWEL', 'SIGN', 'AI']
U+11D3D	𑴽	['MASARAM', 'GONDI', 'VOWEL', 'SIGN', 'O']
U+11D3F	𑴿	['MASARAM', 'GONDI', 'VOWEL', 'SIGN', 'AU']
U+11D40	𑵀	['MASARAM', 'GONDI', 'SIGN', 'ANUSVARA']
U+11D41	𑵁	['MASARAM', 'GONDI', 'SIGN', 'VISARGA']
U+11D42	𑵂	['MASARAM', 'GONDI', 'SIGN', 'NUKTA']
U+11D43	𑵃	['MASARAM', 'GONDI', 'SIGN', 'CANDRA']
U+11D44	𑵄	['MASARAM', 'GONDI', 'SIGN', 'HALANTA']
U+11D8A	𑶊	['GUNJALA', 'GONDI', 'VOWEL', 'SIGN', 'AA']
U+11D8B	𑶋	['GUNJALA', 'GONDI', 'VOWEL', 'SIGN', 'I']
U+11D8C	𑶌	['GUNJALA', 'GONDI', 'VOWEL', 'SIGN', 'II']
U+11D8D	𑶍	['GUNJALA', 'GONDI', 'VOWEL', 'SIGN', 'U']
U+11D8E	𑶎	['GUNJALA', 'GONDI', 'VOWEL', 'SIGN', 'UU']
U+11D90	𑶐	['GUNJALA', 'GONDI', 'VOWEL', 'SIGN', 'EE']
U+11D91	𑶑	['GUNJALA', 'GONDI', 'VOWEL', 'SIGN', 'AI']
U+11D93	𑶓	['GUNJALA', 'GONDI', 'VOWEL', 'SIGN', 'OO']
U+11D94	𑶔	['GUNJALA', 'GONDI', 'VOWEL', 'SIGN', 'AU']
U+11D95	𑶕	['GUNJALA', 'GONDI', 'SIGN', 'ANUSVARA']
U+11D96	𑶖	['GUNJALA', 'GONDI', 'SIGN', 'VISARGA']
U+11EF3	𑻳	['MAKASAR', 'VOWEL', 'SIGN', 'I']
U+11EF4	𑻴	['MAKASAR', 'VOWEL', 'SIGN', 'U']
U+11EF5	𑻵	['MAKASAR', 'VOWEL', 'SIGN', 'E']
U+11EF6	𑻶	['MAKASAR', 'VOWEL', 'SIGN', 'O']
U+11FD5	𑿕	['TAMIL', 'SIGN', 'NEL']
U+11FD6	𑿖	['TAMIL', 'SIGN', 'CEVITU']
U+11FD7	𑿗	['TAMIL', 'SIGN', 'AAZHAAKKU']
U+11FD8	𑿘	['TAMIL', 'SIGN', 'UZHAKKU']
U+11FD9	𑿙	['TAMIL', 'SIGN', 'MUUVUZHAKKU']
U+11FDA	𑿚	['TAMIL', 'SIGN', 'KURUNI']
U+11FDB	𑿛	['TAMIL', 'SIGN', 'PATHAKKU']
U+11FDC	𑿜	['TAMIL', 'SIGN', 'MUKKURUNI']
U+11FDD	𑿝	['TAMIL', 'SIGN', 'KAACU']
U+11FDE	𑿞	['TAMIL', 'SIGN', 'PANAM']
U+11FDF	𑿟	['TAMIL', 'SIGN', 'PON']
U+11FE0	𑿠	['TAMIL', 'SIGN', 'VARAAKAN']
U+11FE1	𑿡	['TAMIL', 'SIGN', 'PAARAM']
U+11FE2	𑿢	['TAMIL', 'SIGN', 'KUZHI']
U+11FE3	𑿣	['TAMIL', 'SIGN', 'VELI']
U+11FE4	𑿤	['TAMIL', 'WET', 'CULTIVATION', 'SIGN']
U+11FE5	𑿥	['TAMIL', 'DRY', 'CULTIVATION', 'SIGN']
U+11FE6	𑿦	['TAMIL', 'LAND', 'SIGN']
U+11FE7	𑿧	['TAMIL', 'SALT', 'PAN', 'SIGN']
U+11FE8	𑿨	['TAMIL', 'TRADITIONAL', 'CREDIT', 'SIGN']
U+11FE9	𑿩	['TAMIL', 'TRADITIONAL', 'NUMBER', 'SIGN']
U+11FEA	𑿪	['TAMIL', 'CURRENT', 'SIGN']
U+11FEB	𑿫	['TAMIL', 'AND', 'ODD', 'SIGN']
U+11FEC	𑿬	['TAMIL', 'SPENT', 'SIGN']
U+11FED	𑿭	['TAMIL', 'TOTAL', 'SIGN']
U+11FEE	𑿮	['TAMIL', 'IN', 'POSSESSION', 'SIGN']
U+11FEF	𑿯	['TAMIL', 'STARTING', 'FROM', 'SIGN']
U+11FF0	𑿰	['TAMIL', 'SIGN', 'MUTHALIYA']
U+11FF1	𑿱	['TAMIL', 'SIGN', 'VAKAIYARAA']
U+12000	𒀀	['CUNEIFORM', 'SIGN', 'A']
U+12001	𒀁	['CUNEIFORM', 'SIGN', 'A', 'TIMES', 'A']
U+12002	𒀂	['CUNEIFORM', 'SIGN', 'A', 'TIMES', 'BAD']
U+12003	𒀃	['CUNEIFORM', 'SIGN', 'A', 'TIMES', 'GAN2', 'TENU']
U+12004	𒀄	['CUNEIFORM', 'SIGN', 'A', 'TIMES', 'HA']
U+12005	𒀅	['CUNEIFORM', 'SIGN', 'A', 'TIMES', 'IGI']
U+12006	𒀆	['CUNEIFORM', 'SIGN', 'A', 'TIMES', 'LAGAR', 'GUNU']
U+12007	𒀇	['CUNEIFORM', 'SIGN', 'A', 'TIMES', 'MUSH']
U+12008	𒀈	['CUNEIFORM', 'SIGN', 'A', 'TIMES', 'SAG']
U+12009	𒀉	['CUNEIFORM', 'SIGN', 'A2']
U+1200A	𒀊	['CUNEIFORM', 'SIGN', 'AB']
U+1200B	𒀋	['CUNEIFORM', 'SIGN', 'AB', 'TIMES', 'ASH2']
U+1200C	𒀌	['CUNEIFORM', 'SIGN', 'AB', 'TIMES', 'DUN3', 'GUNU']
U+1200D	𒀍	['CUNEIFORM', 'SIGN', 'AB', 'TIMES', 'GAL']
U+1200E	𒀎	['CUNEIFORM', 'SIGN', 'AB', 'TIMES', 'GAN2', 'TENU']
U+1200F	𒀏	['CUNEIFORM', 'SIGN', 'AB', 'TIMES', 'HA']
U+12010	𒀐	['CUNEIFORM', 'SIGN', 'AB', 'TIMES', 'IGI', 'GUNU']
U+12011	𒀑	['CUNEIFORM', 'SIGN', 'AB', 'TIMES', 'IMIN']
U+12012	𒀒	['CUNEIFORM', 'SIGN', 'AB', 'TIMES', 'LAGAB']
U+12013	𒀓	['CUNEIFORM', 'SIGN', 'AB', 'TIMES', 'SHESH']
U+12014	𒀔	['CUNEIFORM', 'SIGN', 'AB', 'TIMES', 'U', 'PLUS', 'U', 'PLUS', 'U']
U+12015	𒀕	['CUNEIFORM', 'SIGN', 'AB', 'GUNU']
U+12016	𒀖	['CUNEIFORM', 'SIGN', 'AB2']
U+12017	𒀗	['CUNEIFORM', 'SIGN', 'AB2', 'TIMES', 'BALAG']
U+12018	𒀘	['CUNEIFORM', 'SIGN', 'AB2', 'TIMES', 'GAN2', 'TENU']
U+12019	𒀙	['CUNEIFORM', 'SIGN', 'AB2', 'TIMES', 'ME', 'PLUS', 'EN']
U+1201A	𒀚	['CUNEIFORM', 'SIGN', 'AB2', 'TIMES', 'SHA3']
U+1201B	𒀛	['CUNEIFORM', 'SIGN', 'AB2', 'TIMES', 'TAK4']
U+1201C	𒀜	['CUNEIFORM', 'SIGN', 'AD']
U+1201D	𒀝	['CUNEIFORM', 'SIGN', 'AK']
U+1201E	𒀞	['CUNEIFORM', 'SIGN', 'AK', 'TIMES', 'ERIN2']
U+1201F	𒀟	['CUNEIFORM', 'SIGN', 'AK', 'TIMES', 'SHITA', 'PLUS', 'GISH']
U+12020	𒀠	['CUNEIFORM', 'SIGN', 'AL']
U+12021	𒀡	['CUNEIFORM', 'SIGN', 'AL', 'TIMES', 'AL']
U+12022	𒀢	['CUNEIFORM', 'SIGN', 'AL', 'TIMES', 'DIM2']
U+12023	𒀣	['CUNEIFORM', 'SIGN', 'AL', 'TIMES', 'GISH']
U+12024	𒀤	['CUNEIFORM', 'SIGN', 'AL', 'TIMES', 'HA']
U+12025	𒀥	['CUNEIFORM', 'SIGN', 'AL', 'TIMES', 'KAD3']
U+12026	𒀦	['CUNEIFORM', 'SIGN', 'AL', 'TIMES', 'KI']
U+12027	𒀧	['CUNEIFORM', 'SIGN', 'AL', 'TIMES', 'SHE']
U+12028	𒀨	['CUNEIFORM', 'SIGN', 'AL', 'TIMES', 'USH']
U+12029	𒀩	['CUNEIFORM', 'SIGN', 'ALAN']
U+1202A	𒀪	['CUNEIFORM', 'SIGN', 'ALEPH']
U+1202B	𒀫	['CUNEIFORM', 'SIGN', 'AMAR']
U+1202C	𒀬	['CUNEIFORM', 'SIGN', 'AMAR', 'TIMES', 'SHE']
U+1202D	𒀭	['CUNEIFORM', 'SIGN', 'AN']
U+1202E	𒀮	['CUNEIFORM', 'SIGN', 'AN', 'OVER', 'AN']
U+1202F	𒀯	['CUNEIFORM', 'SIGN', 'AN', 'THREE', 'TIMES']
U+12030	𒀰	['CUNEIFORM', 'SIGN', 'AN', 'PLUS', 'NAGA', 'OPPOSING', 'AN', 'PLUS', 'NAGA']
U+12031	𒀱	['CUNEIFORM', 'SIGN', 'AN', 'PLUS', 'NAGA', 'SQUARED']
U+12032	𒀲	['CUNEIFORM', 'SIGN', 'ANSHE']
U+12033	𒀳	['CUNEIFORM', 'SIGN', 'APIN']
U+12034	𒀴	['CUNEIFORM', 'SIGN', 'ARAD']
U+12035	𒀵	['CUNEIFORM', 'SIGN', 'ARAD', 'TIMES', 'KUR']
U+12036	𒀶	['CUNEIFORM', 'SIGN', 'ARKAB']
U+12037	𒀷	['CUNEIFORM', 'SIGN', 'ASAL2']
U+12038	𒀸	['CUNEIFORM', 'SIGN', 'ASH']
U+12039	𒀹	['CUNEIFORM', 'SIGN', 'ASH', 'ZIDA', 'TENU']
U+1203A	𒀺	['CUNEIFORM', 'SIGN', 'ASH', 'KABA', 'TENU']
U+1203B	𒀻	['CUNEIFORM', 'SIGN', 'ASH', 'OVER', 'ASH', 'TUG2', 'OVER', 'TUG2', 'TUG2', 'OVER', 'TUG2', 'PAP']
U+1203C	𒀼	['CUNEIFORM', 'SIGN', 'ASH', 'OVER', 'ASH', 'OVER', 'ASH']
U+1203D	𒀽	['CUNEIFORM', 'SIGN', 'ASH', 'OVER', 'ASH', 'OVER', 'ASH', 'CROSSING', 'ASH', 'OVER', 'ASH', 'OVER', 'ASH']
U+1203E	𒀾	['CUNEIFORM', 'SIGN', 'ASH2']
U+1203F	𒀿	['CUNEIFORM', 'SIGN', 'ASHGAB']
U+12040	𒁀	['CUNEIFORM', 'SIGN', 'BA']
U+12041	𒁁	['CUNEIFORM', 'SIGN', 'BAD']
U+12042	𒁂	['CUNEIFORM', 'SIGN', 'BAG3']
U+12043	𒁃	['CUNEIFORM', 'SIGN', 'BAHAR2']
U+12044	𒁄	['CUNEIFORM', 'SIGN', 'BAL']
U+12045	𒁅	['CUNEIFORM', 'SIGN', 'BAL', 'OVER', 'BAL']
U+12046	𒁆	['CUNEIFORM', 'SIGN', 'BALAG']
U+12047	𒁇	['CUNEIFORM', 'SIGN', 'BAR']
U+12048	𒁈	['CUNEIFORM', 'SIGN', 'BARA2']
U+12049	𒁉	['CUNEIFORM', 'SIGN', 'BI']
U+1204A	𒁊	['CUNEIFORM', 'SIGN', 'BI', 'TIMES', 'A']
U+1204B	𒁋	['CUNEIFORM', 'SIGN', 'BI', 'TIMES', 'GAR']
U+1204C	𒁌	['CUNEIFORM', 'SIGN', 'BI', 'TIMES', 'IGI', 'GUNU']
U+1204D	𒁍	['CUNEIFORM', 'SIGN', 'BU']
U+1204E	𒁎	['CUNEIFORM', 'SIGN', 'BU', 'OVER', 'BU', 'AB']
U+1204F	𒁏	['CUNEIFORM', 'SIGN', 'BU', 'OVER', 'BU', 'UN']
U+12050	𒁐	['CUNEIFORM', 'SIGN', 'BU', 'CROSSING', 'BU']
U+12051	𒁑	['CUNEIFORM', 'SIGN', 'BULUG']
U+12052	𒁒	['CUNEIFORM', 'SIGN', 'BULUG', 'OVER', 'BULUG']
U+12053	𒁓	['CUNEIFORM', 'SIGN', 'BUR']
U+12054	𒁔	['CUNEIFORM', 'SIGN', 'BUR2']
U+12055	𒁕	['CUNEIFORM', 'SIGN', 'DA']
U+12056	𒁖	['CUNEIFORM', 'SIGN', 'DAG']
U+12057	𒁗	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'A', 'PLUS', 'MASH']
U+12058	𒁘	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'AMAR']
U+12059	𒁙	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'BALAG']
U+1205A	𒁚	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'BI']
U+1205B	𒁛	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'GA']
U+1205C	𒁜	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'GA', 'PLUS', 'MASH']
U+1205D	𒁝	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'GI']
U+1205E	𒁞	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'GIR2']
U+1205F	𒁟	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'GUD']
U+12060	𒁠	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'HA']
U+12061	𒁡	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'IR']
U+12062	𒁢	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'IR', 'PLUS', 'LU']
U+12063	𒁣	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'KAK']
U+12064	𒁤	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'LA']
U+12065	𒁥	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'LU']
U+12066	𒁦	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'LU', 'PLUS', 'MASH2']
U+12067	𒁧	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'LUM']
U+12068	𒁨	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'NE']
U+12069	𒁩	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'PAP', 'PLUS', 'PAP']
U+1206A	𒁪	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'SI']
U+1206B	𒁫	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'TAK4']
U+1206C	𒁬	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'U2', 'PLUS', 'GIR2']
U+1206D	𒁭	['CUNEIFORM', 'SIGN', 'DAG', 'KISIM5', 'TIMES', 'USH']
U+1206E	𒁮	['CUNEIFORM', 'SIGN', 'DAM']
U+1206F	𒁯	['CUNEIFORM', 'SIGN', 'DAR']
U+12070	𒁰	['CUNEIFORM', 'SIGN', 'DARA3']
U+12071	𒁱	['CUNEIFORM', 'SIGN', 'DARA4']
U+12072	𒁲	['CUNEIFORM', 'SIGN', 'DI']
U+12073	𒁳	['CUNEIFORM', 'SIGN', 'DIB']
U+12074	𒁴	['CUNEIFORM', 'SIGN', 'DIM']
U+12075	𒁵	['CUNEIFORM', 'SIGN', 'DIM', 'TIMES', 'SHE']
U+12076	𒁶	['CUNEIFORM', 'SIGN', 'DIM2']
U+12077	𒁷	['CUNEIFORM', 'SIGN', 'DIN']
U+12078	𒁸	['CUNEIFORM', 'SIGN', 'DIN', 'KASKAL', 'U', 'GUNU', 'DISH']
U+12079	𒁹	['CUNEIFORM', 'SIGN', 'DISH']
U+1207A	𒁺	['CUNEIFORM', 'SIGN', 'DU']
U+1207B	𒁻	['CUNEIFORM', 'SIGN', 'DU', 'OVER', 'DU']
U+1207C	𒁼	['CUNEIFORM', 'SIGN', 'DU', 'GUNU']
U+1207D	𒁽	['CUNEIFORM', 'SIGN', 'DU', 'SHESHIG']
U+1207E	𒁾	['CUNEIFORM', 'SIGN', 'DUB']
U+1207F	𒁿	['CUNEIFORM', 'SIGN', 'DUB', 'TIMES', 'ESH2']
U+12080	𒂀	['CUNEIFORM', 'SIGN', 'DUB2']
U+12081	𒂁	['CUNEIFORM', 'SIGN', 'DUG']
U+12082	𒂂	['CUNEIFORM', 'SIGN', 'DUGUD']
U+12083	𒂃	['CUNEIFORM', 'SIGN', 'DUH']
U+12084	𒂄	['CUNEIFORM', 'SIGN', 'DUN']
U+12085	𒂅	['CUNEIFORM', 'SIGN', 'DUN3']
U+12086	𒂆	['CUNEIFORM', 'SIGN', 'DUN3', 'GUNU']
U+12087	𒂇	['CUNEIFORM', 'SIGN', 'DUN3', 'GUNU', 'GUNU']
U+12088	𒂈	['CUNEIFORM', 'SIGN', 'DUN4']
U+12089	𒂉	['CUNEIFORM', 'SIGN', 'DUR2']
U+1208A	𒂊	['CUNEIFORM', 'SIGN', 'E']
U+1208B	𒂋	['CUNEIFORM', 'SIGN', 'E', 'TIMES', 'PAP']
U+1208C	𒂌	['CUNEIFORM', 'SIGN', 'E', 'OVER', 'E', 'NUN', 'OVER', 'NUN']
U+1208D	𒂍	['CUNEIFORM', 'SIGN', 'E2']
U+1208E	𒂎	['CUNEIFORM', 'SIGN', 'E2', 'TIMES', 'A', 'PLUS', 'HA', 'PLUS', 'DA']
U+1208F	𒂏	['CUNEIFORM', 'SIGN', 'E2', 'TIMES', 'GAR']
U+12090	𒂐	['CUNEIFORM', 'SIGN', 'E2', 'TIMES', 'MI']
U+12091	𒂑	['CUNEIFORM', 'SIGN', 'E2', 'TIMES', 'SAL']
U+12092	𒂒	['CUNEIFORM', 'SIGN', 'E2', 'TIMES', 'SHE']
U+12093	𒂓	['CUNEIFORM', 'SIGN', 'E2', 'TIMES', 'U']
U+12094	𒂔	['CUNEIFORM', 'SIGN', 'EDIN']
U+12095	𒂕	['CUNEIFORM', 'SIGN', 'EGIR']
U+12096	𒂖	['CUNEIFORM', 'SIGN', 'EL']
U+12097	𒂗	['CUNEIFORM', 'SIGN', 'EN']
U+12098	𒂘	['CUNEIFORM', 'SIGN', 'EN', 'TIMES', 'GAN2']
U+12099	𒂙	['CUNEIFORM', 'SIGN', 'EN', 'TIMES', 'GAN2', 'TENU']
U+1209A	𒂚	['CUNEIFORM', 'SIGN', 'EN', 'TIMES', 'ME']
U+1209B	𒂛	['CUNEIFORM', 'SIGN', 'EN', 'CROSSING', 'EN']
U+1209C	𒂜	['CUNEIFORM', 'SIGN', 'EN', 'OPPOSING', 'EN']
U+1209D	𒂝	['CUNEIFORM', 'SIGN', 'EN', 'SQUARED']
U+1209E	𒂞	['CUNEIFORM', 'SIGN', 'EREN']
U+1209F	𒂟	['CUNEIFORM', 'SIGN', 'ERIN2']
U+120A0	𒂠	['CUNEIFORM', 'SIGN', 'ESH2']
U+120A1	𒂡	['CUNEIFORM', 'SIGN', 'EZEN']
U+120A2	𒂢	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'A']
U+120A3	𒂣	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'A', 'PLUS', 'LAL']
U+120A4	𒂤	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'A', 'PLUS', 'LAL', 'TIMES', 'LAL']
U+120A5	𒂥	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'AN']
U+120A6	𒂦	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'BAD']
U+120A7	𒂧	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'DUN3', 'GUNU']
U+120A8	𒂨	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'DUN3', 'GUNU', 'GUNU']
U+120A9	𒂩	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'HA']
U+120AA	𒂪	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'HA', 'GUNU']
U+120AB	𒂫	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'IGI', 'GUNU']
U+120AC	𒂬	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'KASKAL']
U+120AD	𒂭	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'KASKAL', 'SQUARED']
U+120AE	𒂮	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'KU3']
U+120AF	𒂯	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'LA']
U+120B0	𒂰	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'LAL', 'TIMES', 'LAL']
U+120B1	𒂱	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'LI']
U+120B2	𒂲	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'LU']
U+120B3	𒂳	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'U2']
U+120B4	𒂴	['CUNEIFORM', 'SIGN', 'EZEN', 'TIMES', 'UD']
U+120B5	𒂵	['CUNEIFORM', 'SIGN', 'GA']
U+120B6	𒂶	['CUNEIFORM', 'SIGN', 'GA', 'GUNU']
U+120B7	𒂷	['CUNEIFORM', 'SIGN', 'GA2']
U+120B8	𒂸	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'A', 'PLUS', 'DA', 'PLUS', 'HA']
U+120B9	𒂹	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'A', 'PLUS', 'HA']
U+120BA	𒂺	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'A', 'PLUS', 'IGI']
U+120BB	𒂻	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'AB2', 'TENU', 'PLUS', 'TAB']
U+120BC	𒂼	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'AN']
U+120BD	𒂽	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'ASH']
